branch,day,hours,Open Time,Close Time,Hours Open
Picture Collection,Sunday,CLOSED,CLOSED,,0.0
Port Richmond Library,Monday,CLOSED,CLOSED,,0.0
Port Richmond Library,Tuesday,CLOSED,CLOSED,,0.0
Port Richmond Library,Wednesday,CLOSED,CLOSED,,0.0
Port Richmond Library,Thursday,CLOSED,CLOSED,,0.0
Port Richmond Library,Friday,CLOSED,CLOSED,,0.0
Port Richmond Library,Saturday,CLOSED,CLOSED,,0.0
Port Richmond Library,Sunday,CLOSED,CLOSED,,0.0
Print Collection,Monday,CLOSED,CLOSED,,0.0
Print Collection,Tuesday,1 PM - 5:45 PM,1:00 PM,5:45 PM,4.75
Print Collection,Wednesday,1 PM - 5:45 PM,1:00 PM,5:45 PM,4.75
Print Collection,Thursday,1 PM - 5:45 PM,1:00 PM,5:45 PM,4.75
Print Collection,Friday,1 PM - 5:45 PM,1:00 PM,5:45 PM,4.75
Print Collection,Saturday,1 PM - 5:45 PM,1:00 PM,5:45 PM,4.75
Print Collection,Sunday,CLOSED,CLOSED,,0.0
Rare Book Division,Monday,CLOSED,CLOSED,,0.0
Rare Book Division,Tuesday,11 AM - 5 PM,11:00 AM,5:00 PM,6.0
Rare Book Division,Wednesday,11 AM - 5 PM,11:00 AM,5:00 PM,6.0
Rare Book Division,Thursday,11 AM - 5 PM,11:00 AM,5:00 PM,6.0
Rare Book Division,Friday,11 AM - 5 PM,11:00 AM,5:00 PM,6.0
Rare Book Division,Saturday,1 PM - 5 PM,1:00 PM,5:00 PM,4.0
Rare Book Division,Sunday,CLOSED,CLOSED,,0.0
Richmondtown Library,Monday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Richmondtown Library,Tuesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Richmondtown Library,Wednesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Richmondtown Library,Thursday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Richmondtown Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Richmondtown Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Richmondtown Library,Sunday,CLOSED,CLOSED,,0.0
Riverdale Library,Monday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Riverdale Library,Tuesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Riverdale Library,Wednesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Riverdale Library,Thursday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Riverdale Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Riverdale Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Riverdale Library,Sunday,CLOSED,CLOSED,,0.0
Riverside Library,Monday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Riverside Library,Tuesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Riverside Library,Wednesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Riverside Library,Thursday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Riverside Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Riverside Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Riverside Library,Sunday,CLOSED,CLOSED,,0.0
Roosevelt Island Library,Monday,10 AM - 8 PM,10:00 AM,8:00 PM,10.0
Roosevelt Island Library,Tuesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Roosevelt Island Library,Wednesday,10 AM - 8 PM,10:00 AM,8:00 PM,10.0
Roosevelt Island Library,Thursday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Roosevelt Island Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Roosevelt Island Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Roosevelt Island Library,Sunday,CLOSED,CLOSED,,0.0
Schomburg Center for Research in Black Culture,Monday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Schomburg Center for Research in Black Culture,Tuesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Schomburg Center for Research in Black Culture,Wednesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Schomburg Center for Research in Black Culture,Thursday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Schomburg Center for Research in Black Culture,Friday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Schomburg Center for Research in Black Culture,Saturday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Schomburg Center for Research in Black Culture,Sunday,CLOSED,CLOSED,,0.0
Sedgwick Library,Monday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Sedgwick Library,Tuesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Sedgwick Library,Wednesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Sedgwick Library,Thursday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Sedgwick Library,Friday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Sedgwick Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Sedgwick Library,Sunday,CLOSED,CLOSED,,0.0
Seward Park Library,Monday,CLOSED,CLOSED,,0.0
Seward Park Library,Tuesday,CLOSED,CLOSED,,0.0
Seward Park Library,Wednesday,CLOSED,CLOSED,,0.0
Seward Park Library,Thursday,CLOSED,CLOSED,,0.0
Seward Park Library,Friday,CLOSED,CLOSED,,0.0
Seward Park Library,Saturday,CLOSED,CLOSED,,0.0
Seward Park Library,Sunday,CLOSED,CLOSED,,0.0
Soundview Library,Monday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Soundview Library,Tuesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Soundview Library,Wednesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Soundview Library,Thursday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Soundview Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Soundview Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Soundview Library,Sunday,CLOSED,CLOSED,,0.0
South Beach Library,Monday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
South Beach Library,Tuesday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
South Beach Library,Wednesday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
South Beach Library,Thursday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
South Beach Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
South Beach Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
South Beach Library,Sunday,CLOSED,CLOSED,,0.0
Spencer Collection,Monday,CLOSED,CLOSED,,0.0
Spencer Collection,Tuesday,1 PM - 5:45 PM,1:00 PM,5:45 PM,4.75
Spencer Collection,Wednesday,1 PM - 5:45 PM,1:00 PM,5:45 PM,4.75
Spencer Collection,Thursday,1 PM - 5:45 PM,1:00 PM,5:45 PM,4.75
Spencer Collection,Friday,1 PM - 5:45 PM,1:00 PM,5:45 PM,4.75
Spencer Collection,Saturday,1 PM - 5:45 PM,1:00 PM,5:45 PM,4.75
Spencer Collection,Sunday,CLOSED,CLOSED,,0.0
Spuyten Duyvil Library,Monday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Spuyten Duyvil Library,Tuesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Spuyten Duyvil Library,Wednesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Spuyten Duyvil Library,Thursday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Spuyten Duyvil Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Spuyten Duyvil Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Spuyten Duyvil Library,Sunday,CLOSED,CLOSED,,0.0
St. Agnes Library,Monday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
St. Agnes Library,Tuesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
St. Agnes Library,Wednesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
St. Agnes Library,Thursday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
St. Agnes Library,Friday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
St. Agnes Library,Saturday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
St. Agnes Library,Sunday,CLOSED,CLOSED,,0.0
St. George Library Center,Monday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
St. George Library Center,Tuesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
St. George Library Center,Wednesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
St. George Library Center,Thursday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
St. George Library Center,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
St. George Library Center,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
St. George Library Center,Sunday,CLOSED,CLOSED,,0.0
Stapleton Library,Monday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
Stapleton Library,Tuesday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
Stapleton Library,Wednesday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
Stapleton Library,Thursday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
Stapleton Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Stapleton Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Stapleton Library,Sunday,CLOSED,CLOSED,,0.0
Stavros Niarchos Foundation Library (SNFL),Monday,8 AM - 9 PM,8:00 AM,9:00 PM,13.0
Stavros Niarchos Foundation Library (SNFL),Tuesday,8 AM - 9 PM,8:00 AM,9:00 PM,13.0
Stavros Niarchos Foundation Library (SNFL),Wednesday,8 AM - 9 PM,8:00 AM,9:00 PM,13.0
Stavros Niarchos Foundation Library (SNFL),Thursday,8 AM - 9 PM,8:00 AM,9:00 PM,13.0
Stavros Niarchos Foundation Library (SNFL),Friday,8 AM - 8 PM,8:00 AM,8:00 PM,12.0
Stavros Niarchos Foundation Library (SNFL),Saturday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Stavros Niarchos Foundation Library (SNFL),Sunday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Stephen A. Schwarzman Building,Monday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Stephen A. Schwarzman Building,Tuesday,10 AM - 8 PM,10:00 AM,8:00 PM,10.0
Stephen A. Schwarzman Building,Wednesday,10 AM - 8 PM,10:00 AM,8:00 PM,10.0
Stephen A. Schwarzman Building,Thursday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Stephen A. Schwarzman Building,Friday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Stephen A. Schwarzman Building,Saturday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Stephen A. Schwarzman Building,Sunday,1 PM - 5 PM,1:00 PM,5:00 PM,4.0
Teen Center,Monday,8 AM - 9 PM,8:00 AM,9:00 PM,13.0
Teen Center,Tuesday,8 AM - 9 PM,8:00 AM,9:00 PM,13.0
Teen Center,Wednesday,8 AM - 9 PM,8:00 AM,9:00 PM,13.0
Teen Center,Thursday,8 AM - 9 PM,8:00 AM,9:00 PM,13.0
Teen Center,Friday,8 AM - 8 PM,8:00 AM,8:00 PM,12.0
Teen Center,Saturday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Teen Center,Sunday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Terence Cardinal Cooke-Cathedral Library,Monday,CLOSED,CLOSED,,0.0
Terence Cardinal Cooke-Cathedral Library,Tuesday,CLOSED,CLOSED,,0.0
Terence Cardinal Cooke-Cathedral Library,Wednesday,CLOSED,CLOSED,,0.0
Terence Cardinal Cooke-Cathedral Library,Thursday,CLOSED,CLOSED,,0.0
Terence Cardinal Cooke-Cathedral Library,Friday,CLOSED,CLOSED,,0.0
Terence Cardinal Cooke-Cathedral Library,Saturday,CLOSED,CLOSED,,0.0
Terence Cardinal Cooke-Cathedral Library,Sunday,CLOSED,CLOSED,,0.0
"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs",Monday,10 AM - 5:45 PM,10:00 AM,5:45 PM,7.75
"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs",Tuesday,10 AM - 5:45 PM,10:00 AM,5:45 PM,7.75
"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs",Wednesday,10 AM - 5:45 PM,10:00 AM,5:45 PM,7.75
"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs",Thursday,10 AM - 5:45 PM,10:00 AM,5:45 PM,7.75
"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs",Friday,10 AM - 5:45 PM,10:00 AM,5:45 PM,7.75
"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs",Saturday,10 AM - 5:45 PM,10:00 AM,5:45 PM,7.75
"The Miriam and Ira D. Wallach Division of Art, Prints and Photographs",Sunday,CLOSED,CLOSED,,0.0
The New York Public Library for the Performing Arts,Monday,10:30 AM - 8 PM,10:30 AM,8:00 PM,9.5
The New York Public Library for the Performing Arts,Tuesday,10:30 AM - 6 PM,10:30 AM,6:00 PM,7.5
The New York Public Library for the Performing Arts,Wednesday,10:30 AM - 6 PM,10:30 AM,6:00 PM,7.5
The New York Public Library for the Performing Arts,Thursday,10:30 AM - 8 PM,10:30 AM,8:00 PM,9.5
The New York Public Library for the Performing Arts,Friday,10:30 AM - 6 PM,10:30 AM,6:00 PM,7.5
The New York Public Library for the Performing Arts,Saturday,10:30 AM - 6 PM,10:30 AM,6:00 PM,7.5
The New York Public Library for the Performing Arts,Sunday,CLOSED,CLOSED,,0.0
The Rodgers and Hammerstein Archives of Recorded Sound,Monday,10:30 AM - 8 PM,10:30 AM,8:00 PM,9.5
The Rodgers and Hammerstein Archives of Recorded Sound,Tuesday,10:30 AM - 6 PM,10:30 AM,6:00 PM,7.5
The Rodgers and Hammerstein Archives of Recorded Sound,Wednesday,10:30 AM - 6 PM,10:30 AM,6:00 PM,7.5
The Rodgers and Hammerstein Archives of Recorded Sound,Thursday,10:30 AM - 8 PM,10:30 AM,8:00 PM,9.5
The Rodgers and Hammerstein Archives of Recorded Sound,Friday,10:30 AM - 6 PM,10:30 AM,6:00 PM,7.5
The Rodgers and Hammerstein Archives of Recorded Sound,Saturday,10:30 AM - 6 PM,10:30 AM,6:00 PM,7.5
The Rodgers and Hammerstein Archives of Recorded Sound,Sunday,CLOSED,CLOSED,,0.0
Theatre on Film and Tape Archive,Monday,12 PM - 8 PM,12:00 PM,8:00 PM,8.0
Theatre on Film and Tape Archive,Tuesday,12 PM - 6 PM,12:00 PM,6:00 PM,6.0
Theatre on Film and Tape Archive,Wednesday,12 PM - 6 PM,12:00 PM,6:00 PM,6.0
Theatre on Film and Tape Archive,Thursday,12 PM - 8 PM,12:00 PM,8:00 PM,8.0
Theatre on Film and Tape Archive,Friday,12 PM - 6 PM,12:00 PM,6:00 PM,6.0
Theatre on Film and Tape Archive,Saturday,12 PM - 6 PM,12:00 PM,6:00 PM,6.0
Theatre on Film and Tape Archive,Sunday,CLOSED,CLOSED,,0.0
Thomas Yoseloff Business Center,Monday,8 AM - 9 PM,8:00 AM,9:00 PM,13.0
Thomas Yoseloff Business Center,Tuesday,8 AM - 9 PM,8:00 AM,9:00 PM,13.0
Thomas Yoseloff Business Center,Wednesday,8 AM - 9 PM,8:00 AM,9:00 PM,13.0
Thomas Yoseloff Business Center,Thursday,8 AM - 9 PM,8:00 AM,9:00 PM,13.0
Thomas Yoseloff Business Center,Friday,8 AM - 8 PM,8:00 AM,8:00 PM,12.0
Thomas Yoseloff Business Center,Saturday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Thomas Yoseloff Business Center,Sunday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Throg's Neck Library,Monday,CLOSED,CLOSED,,0.0
Throg's Neck Library,Tuesday,CLOSED,CLOSED,,0.0
Throg's Neck Library,Wednesday,CLOSED,CLOSED,,0.0
Throg's Neck Library,Thursday,CLOSED,CLOSED,,0.0
Throg's Neck Library,Friday,CLOSED,CLOSED,,0.0
Throg's Neck Library,Saturday,CLOSED,CLOSED,,0.0
Throg's Neck Library,Sunday,CLOSED,CLOSED,,0.0
Todt Hill-Westerleigh Library,Monday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Todt Hill-Westerleigh Library,Tuesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Todt Hill-Westerleigh Library,Wednesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Todt Hill-Westerleigh Library,Thursday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Todt Hill-Westerleigh Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Todt Hill-Westerleigh Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Todt Hill-Westerleigh Library,Sunday,1 PM - 5 PM,1:00 PM,5:00 PM,4.0
Tompkins Square Library,Monday,CLOSED,CLOSED,,0.0
Tompkins Square Library,Tuesday,CLOSED,CLOSED,,0.0
Tompkins Square Library,Wednesday,CLOSED,CLOSED,,0.0
Tompkins Square Library,Thursday,CLOSED,CLOSED,,0.0
Tompkins Square Library,Friday,CLOSED,CLOSED,,0.0
Tompkins Square Library,Saturday,CLOSED,CLOSED,,0.0
Tompkins Square Library,Sunday,CLOSED,CLOSED,,0.0
Tottenville Library,Monday,11 AM - 6 PM,11:00 AM,6:00 PM,7.0
Tottenville Library,Tuesday,11 AM - 6 PM,11:00 AM,6:00 PM,7.0
Tottenville Library,Wednesday,11 AM - 6 PM,11:00 AM,6:00 PM,7.0
Tottenville Library,Thursday,11 AM - 6 PM,11:00 AM,6:00 PM,7.0
Tottenville Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Tottenville Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Tottenville Library,Sunday,CLOSED,CLOSED,,0.0
Tremont Library,Monday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Tremont Library,Tuesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Tremont Library,Wednesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Tremont Library,Thursday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Tremont Library,Friday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Tremont Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Tremont Library,Sunday,CLOSED,CLOSED,,0.0
"Van Cortlandt Library, Arline Schwarzman Building",Monday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
"Van Cortlandt Library, Arline Schwarzman Building",Tuesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
"Van Cortlandt Library, Arline Schwarzman Building",Wednesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
"Van Cortlandt Library, Arline Schwarzman Building",Thursday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
"Van Cortlandt Library, Arline Schwarzman Building",Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
"Van Cortlandt Library, Arline Schwarzman Building",Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
"Van Cortlandt Library, Arline Schwarzman Building",Sunday,CLOSED,CLOSED,,0.0
Visitor Center,Monday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Visitor Center,Tuesday,10 AM - 8 PM,10:00 AM,8:00 PM,10.0
Visitor Center,Wednesday,10 AM - 8 PM,10:00 AM,8:00 PM,10.0
Visitor Center,Thursday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Visitor Center,Friday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Visitor Center,Saturday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Visitor Center,Sunday,1 PM - 5 PM,1:00 PM,5:00 PM,4.0
Wakefield Library,Monday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Wakefield Library,Tuesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Wakefield Library,Wednesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Wakefield Library,Thursday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Wakefield Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Wakefield Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Wakefield Library,Sunday,CLOSED,CLOSED,,0.0
Washington Heights Library,Monday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Washington Heights Library,Tuesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Washington Heights Library,Wednesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Washington Heights Library,Thursday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Washington Heights Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Washington Heights Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Washington Heights Library,Sunday,1 PM - 5 PM,1:00 PM,5:00 PM,4.0
Webster Library,Monday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
Webster Library,Tuesday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
Webster Library,Wednesday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
Webster Library,Thursday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
Webster Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Webster Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Webster Library,Sunday,CLOSED,CLOSED,,0.0
West Farms Library,Monday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
West Farms Library,Tuesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
West Farms Library,Wednesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
West Farms Library,Thursday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
West Farms Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
West Farms Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
West Farms Library,Sunday,CLOSED,CLOSED,,0.0
West New Brighton Library,Monday,11 AM - 6 PM,11:00 AM,6:00 PM,7.0
West New Brighton Library,Tuesday,11 AM - 6 PM,11:00 AM,6:00 PM,7.0
West New Brighton Library,Wednesday,11 AM - 6 PM,11:00 AM,6:00 PM,7.0
West New Brighton Library,Thursday,11 AM - 6 PM,11:00 AM,6:00 PM,7.0
West New Brighton Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
West New Brighton Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
West New Brighton Library,Sunday,CLOSED,CLOSED,,0.0
Westchester Square Library,Monday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
Westchester Square Library,Tuesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Westchester Square Library,Wednesday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
Westchester Square Library,Thursday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Westchester Square Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Westchester Square Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Westchester Square Library,Sunday,CLOSED,CLOSED,,0.0
Woodlawn Heights Library,Monday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Woodlawn Heights Library,Tuesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Woodlawn Heights Library,Wednesday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Woodlawn Heights Library,Thursday,10 AM - 7 PM,10:00 AM,7:00 PM,9.0
Woodlawn Heights Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Woodlawn Heights Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Woodlawn Heights Library,Sunday,CLOSED,CLOSED,,0.0
Woodstock Library,Monday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Woodstock Library,Tuesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Woodstock Library,Wednesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Woodstock Library,Thursday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Woodstock Library,Friday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Woodstock Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Woodstock Library,Sunday,CLOSED,CLOSED,,0.0
Yorkville Library,Monday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
Yorkville Library,Tuesday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Yorkville Library,Wednesday,11 AM - 7 PM,11:00 AM,7:00 PM,8.0
Yorkville Library,Thursday,10 AM - 6 PM,10:00 AM,6:00 PM,8.0
Yorkville Library,Friday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Yorkville Library,Saturday,10 AM - 5 PM,10:00 AM,5:00 PM,7.0
Yorkville Library,Sunday,CLOSED,CLOSED,,0.0
